,id,score,response,cand,question,knowledge_ans,knowledge,label
869,428,1.0,"snowboarding was inspired by skateboarding , sledding and surfing .",sledding,"Along with skateboarding, surfing and surfing, what sport inspired snowboarding?",sledding,"The development of snowboarding was inspired by skateboarding, sledding, surfing and skiing.",0
870,428,1.0,"snowboarding was inspired by skateboarding , sledding and surfing .",surfing,"Along with skateboarding, sledding and snowboarding, what sport inspired snowboarding?",surfing,"The development of snowboarding was inspired by skateboarding, sledding, surfing and skiing.",0
871,429,1.0,it was invented back in 1965 by sherman poppen .,1965,When was sherman poppen's invention?,1965,"Modern snowboarding began in 1965 when Sherman Poppen, an engineer in Muskegon, Michigan, invented a toy for his daughters by fastening two skis together and attaching a rope to one end so he would have some control as they stood on the board and glided downhill.",0
872,429,1.0,it was invented back in 1965 by sherman poppen .,sherman poppen,Who invented it?,sherman poppen,"Modern snowboarding began in 1965 when Sherman Poppen, an engineer in Muskegon, Michigan, invented a toy for his daughters by fastening two skis together and attaching a rope to one end so he would have some control as they stood on the board and glided downhill.",0
873,430,0.0,red hair varies in hues from deep burgundy to strawberry blonde .,deep burgundy,What is the most common color of red hair?,[CLS],Red hair varies in hues from a deep burgundy or bright copper (reddish-brown or auburn) through to burnt orange or red-orange and strawberry blond.,0
874,431,1.0,"i ' m not sure , but i do know that it ' s associated with fair skin color and lighter eye colors .",fair skin color,"Along with lighter eye colors, what color is associated with it?",fair skin color,"It is associated with fair skin color, lighter eye colors (gray, blue, green, and hazel), freckles, and sensitivity to ultraviolet light.",0
875,431,1.0,"i ' m not sure , but i do know that it ' s associated with fair skin color and lighter eye colors .",lighter eye colors,"Along with fair skin color, what other color is associated with it?",lighter eye colors,"It is associated with fair skin color, lighter eye colors (gray, blue, green, and hazel), freckles, and sensitivity to ultraviolet light.",0
876,432,0.0,swimming is one of the most popular recreational activities .,swimming,What is one of the most popular recreational activities?,[CLS],"Swimming is consistently among top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum.",0
877,432,0.5,swimming is one of the most popular recreational activities .,the most popular recreational activities,What is swimming one of?,top public recreational activities,"Swimming is consistently among top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum.",0
878,433,-1.0,i like to swim because it is a formalized sport .,NO_Q,NO_Q,NO_Q,"As a formalized sport, swimming features in a range of local, national, and international competitions, including every modern summer Olympics.",0
879,434,-1.0,i like to swim because it ' s low impact compared to running .,NO_Q,NO_Q,NO_Q,"As a result, swimming is “low-impact” compared to land activities such as running.",0
880,435,1.0,italian cuisine is also known for its regional diversity .,italian,What cuisine is known for its regional diversity?,italian,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.",0
881,435,1.0,italian cuisine is also known for its regional diversity .,italian cuisine,What is also known for its regional diversity?,italian cuisine,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.",0
882,435,0.8,italian cuisine is also known for its regional diversity .,its regional diversity,What is italian cuisine known for?,regional diversity,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.",0
883,436,0.8,donald trump is the 45th president of the united states .,donald trump,Who is the 45th president of the United States?,donald john trump,"Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.",0
884,436,1.0,donald trump is the 45th president of the united states .,45th,What rank does Donald Trump hold as president of the United States?,45th,"Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.",0
885,436,1.0,donald trump is the 45th president of the united states .,the united states,What country is trump the 45th president of?,united states,"Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.",0
886,436,0.6666666666666666,donald trump is the 45th president of the united states .,the 45th president,What is Donald Trump's rank in the US?,president,"Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.",0
887,437,0.0,"i ' m not sure , but he won the 2016 presidential race in 2016 .",2016,In what year did Trump win the 2016 presidential race?,[CLS],Trump entered the 2016 presidential race as a Republican and defeated sixteen opponents in the primaries.,0
888,437,0.0,"i ' m not sure , but he won the 2016 presidential race in 2016 .",2016,In what year did Trump win the 2016 presidential race?,[CLS],Trump entered the 2016 presidential race as a Republican and defeated sixteen opponents in the primaries.,0
889,437,0.0,"i ' m not sure , but he won the 2016 presidential race in 2016 .",he,Who won the 2016 presidential race in 2016?,trump,Trump entered the 2016 presidential race as a Republican and defeated sixteen opponents in the primaries.,0
890,437,0.0,"i ' m not sure , but he won the 2016 presidential race in 2016 .",the 2016 presidential race,What did he win in 2016?,[CLS],Trump entered the 2016 presidential race as a Republican and defeated sixteen opponents in the primaries.,0
891,438,0.3636363636363636,"me too ! it is a means of language acquisition , communication , and of sharing information and ideas .",language acquisition,What is it a means of?,"language acquisition, communication, and of sharing information and ideas","Reading is a means of language acquisition, communication, and of sharing information and ideas.",0
892,438,0.0,"me too ! it is a means of language acquisition , communication , and of sharing information and ideas .",communication,What is a means of language acquisition?,reading,"Reading is a means of language acquisition, communication, and of sharing information and ideas.",0
893,438,1.0,"me too ! it is a means of language acquisition , communication , and of sharing information and ideas .",information,It is a means of sharing what and ideas?,information,"Reading is a means of language acquisition, communication, and of sharing information and ideas.",0
894,438,1.0,"me too ! it is a means of language acquisition , communication , and of sharing information and ideas .",ideas,It is a means of sharing information and what?,ideas,"Reading is a means of language acquisition, communication, and of sharing information and ideas.",0
895,439,0.0,it is a complex interaction between the text and the reader,it,What is a complex interaction between text and reader?,languages,"Like all languages, it is a complex interaction between the text and the reader which is shaped by the reader’s prior knowledge, experiences, attitude, and language community which is culturally and socially situated.",0
896,439,1.0,it is a complex interaction between the text and the reader,the reader,What is the interaction between the text and?,the reader,"Like all languages, it is a complex interaction between the text and the reader which is shaped by the reader’s prior knowledge, experiences, attitude, and language community which is culturally and socially situated.",0
897,440,0.6666666666666666,"reading requires continuous practice , development , and refinement .",reading,"What requires continuous practice, development and refinement?",the reading process,"The reading process requires continuous practice, development, and refinement.",0
898,440,1.0,"reading requires continuous practice , development , and refinement .",development,"Along with continuous practice and refinement, what else is required for reading?",development,"The reading process requires continuous practice, development, and refinement.",0
899,440,1.0,"reading requires continuous practice , development , and refinement .",refinement,"Reading requires continuous practice, development and what else?",refinement,"The reading process requires continuous practice, development, and refinement.",0
900,441,0.5,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,compulsive disorder,What is a mental disorder where people feel the need to check things repeatedly?,obsessive–compulsive disorder,"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.",0
901,441,0.0,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,a mental disorder,Compulsive disorder is what?,[CLS],"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.",0
902,441,0.0,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,people,Who has compulsive disorder?,[CLS],"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.",0
903,441,1.0,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,the need,What do people with compulsive disorder feel about checking things repeatedly?,need,"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.",0
904,441,1.0,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,things,What do people with compulsive disorder need to check repeatedly?,things,"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.",0
905,442,1.0,bagels are usually topped with poppy seeds or sesame seeds .,bagels,What is usually topped with poppy seeds or sesame seeds?,bagels,"Bagels are often topped with seeds baked on the outer crust, with the traditional ones being poppy or sesame seeds.",0
906,442,0.6666666666666666,bagels are usually topped with poppy seeds or sesame seeds .,poppy seeds,"Along with sesame seeds, what are bagels usually topped with?",poppy,"Bagels are often topped with seeds baked on the outer crust, with the traditional ones being poppy or sesame seeds.",0
907,443,1.0,i love starbucks ! it was founded in 1971 .,1971,When was starbucks founded?,1971,"Starbucks was founded in Seattle, Washington in 1971.",0
908,443,1.0,i love starbucks ! it was founded in 1971 .,starbucks,What company was founded in 1971?,starbucks,"Starbucks was founded in Seattle, Washington in 1971.",0
909,444,0.0,"i ' m not sure , but they have 23 , 768 locations worldwide .",768,How many locations are there?,"23,768","As of November 2016, it operates 23,768 locations worldwide.",0
910,445,1.0,"me too ! it was originally called "" insomnia cafe "" .",""" insomnia cafe",What was the original name of the cafe?,"""insomnia cafe""","Kauffman and Crane began developing ""Friends"" under the title ""Insomnia Cafe"" between November and December 1993.",0
911,446,0.75,"i ' m not sure , but i do know that they serve hot and cold coffee .",hot and cold coffee,What do they serve?,hot and cold drinks,"Starbucks locations serve hot and cold drinks, whole-bean coffee, microground instant coffee known as VIA, espresso, caffe latte, full- and loose-leaf teas including Teavana tea products, Evolution Fresh juices, Frappuccino beverages, La Boulange pastries, and snacks including items such as chips and crackers; some offerings (including their annual fall launch of the Pumpkin Spice Latte) are seasonal or specific to the locality of the store.",0
912,447,0.0,skunks are known for their ability to spray a strong unpleasant smell .,skunks,What animal is known for spraying a strong unpleasant smell?,[CLS] what animal is known for spraying a strong unpleasant smell?[SEP] the animals,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,0
913,447,0.0,skunks are known for their ability to spray a strong unpleasant smell .,a strong unpleasant smell,What do skunks spray?,a liquid,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,0
914,448,0.0,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,my favorite artist,Who is lady gaga?,[CLS],She is known for her unconventionality and provocative work as well as experimenting with new images.,0
915,448,0.0,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,lady gaga,Which artist is known for her unconventional work?,she,She is known for her unconventionality and provocative work as well as experimenting with new images.,0
916,448,0.4,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,provocative work,What kind of work is lady gaga known for?,unconventionality and provocative,She is known for her unconventionality and provocative work as well as experimenting with new images.,0
917,449,0.0,"have you ever heard of the song "" love me do "" ?",you,"Who has ever heard of the song "" love me do ""?",[CLS],"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0
918,450,1.0,"yes , vegetarianism is the practice of abstaining from the consumption of meat",vegetarianism,What is the practice of abstaining from the consumption of meat?,vegetarianism,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",0
919,450,1.0,"yes , vegetarianism is the practice of abstaining from the consumption of meat",meat,What does vegetarianism abstain from eating?,meat,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",0
920,451,1.0,heavy metal has roots in blues rock and psychedelic / acid rock,heavy metal,What type of metal has roots in blues rock?,heavy metal,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",0
921,451,1.0,heavy metal has roots in blues rock and psychedelic / acid rock,roots,What does heavy metal have in blues rock?,roots,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",0
922,451,1.0,heavy metal has roots in blues rock and psychedelic / acid rock,blues rock,"Along with psychedelic / acid rock, heavy metal has roots in what genre of music?",blues rock,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",0
923,451,0.4,heavy metal has roots in blues rock and psychedelic / acid rock,psychedelic / acid rock,Heavy metal has roots in blues rock and what other genre?,psychedelic/acid rock,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",0
924,452,0.0,skateboarding is an action sport that involves riding and performing tricks .,an action sport,What does skateboarding involve riding and performing tricks?,using a skateboard,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,0
925,452,0.5,skateboarding is an action sport that involves riding and performing tricks .,tricks,Skateboarding involves riding and performing what?,tricks using a skateboard,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,0
926,453,1.0,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,netflix,What is the name of the entertainment company that was founded in 1997?,netflix,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",0
927,453,1.0,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,american,What is the nationality of netflix?,american,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",0
928,453,1.0,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,1997,In what year was netflix founded?,1997,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",0
929,453,1.0,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,an american entertainment company,What is netflix?,an american entertainment company,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",0
930,454,0.0,that ' s awesome ! beetroot is used as food coloring .,beetroot,What is used as food coloring?,beets,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",0
931,455,0.0,"it is a group of physical , mental , and spiritual practices .",it,"What is a group of physical, mental and spiritual practices?",yoga,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
932,455,0.0,"it is a group of physical , mental , and spiritual practices .",a group,"What are physical, mental and spiritual practices?",yoga,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
933,455,0.0,"it is a group of physical , mental , and spiritual practices .","physical , mental , and spiritual practices",What is a group of?,[CLS],"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
934,456,1.0,"i ' m not sure , but i do know it has a meditative and spiritual core .",a meditative and spiritual core,What does it have?,a meditative and spiritual core,"Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.",0
935,457,0.28571428571428575,the most well known types of yoga are hatha yoga and rāja yoga .,the most well known types,What types of yoga are hatha yoga and rja?,among the most well-known,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
936,457,0.0,the most well known types of yoga are hatha yoga and rāja yoga .,yoga,What type of yoga is raja?,among the most well-known,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
937,457,1.0,the most well known types of yoga are hatha yoga and rāja yoga .,hatha yoga,What is the most well known type of yoga?,hatha yoga,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
938,458,1.0,toyota is one of the world ' s leader in hybrid vehicles .,toyota,What company is one of the world's leaders in hybrid vehicles?,toyota,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",0
939,458,0.8,toyota is one of the world ' s leader in hybrid vehicles .,hybrid vehicles,what type of vehicle is toyota a leader in?,hybrid electric vehicles,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",0
940,459,0.8571428571428571,"i ' m not sure , but it originated from celtic harvest festivals .",celtic harvest festivals,Where did it originate from?,ancient celtic harvest festivals,"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.",0
941,460,1.0,have you ever been to new york york times ? it ' s a newspaper based in new york city .,new york city,Where is the New York Times based?,new york city,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0
942,460,0.8571428571428571,have you ever been to new york york times ? it ' s a newspaper based in new york city .,new york york times,What is the name of the newspaper based in new york?,the new york times,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0
943,460,0.2857142857142857,have you ever been to new york york times ? it ' s a newspaper based in new york city .,a newspaper,What is the name of the new york times?,"""nyt or the times) is an american newspaper","The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0
944,461,1.0,it was founded in 1851 and has won 122 pulitzer prizes,1851,When was Pulitzer founded?,1851,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",0
945,461,1.0,it was founded in 1851 and has won 122 pulitzer prizes,122,How many pulitzer prizes has Pulitzer won?,122,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",0
946,462,0.5,"i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .",ethical vegans,Who extends the philosophy into other areas of their lives?,"""ethical vegan""","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0
947,462,1.0,"i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .",the philosophy,What do ethical vegans extend into other areas of their lives?,philosophy,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0
948,462,0.0,"i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .",other areas,What areas of their lives do vegans extend their philosophy into?,[CLS],"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0
949,463,1.0,i love listening to classical music . it is rooted in western culture .,classical music,What genre of music is rooted in western culture?,classical music,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",0
950,463,0.6666666666666666,i love listening to classical music . it is rooted in western culture .,western culture,What is classical music rooted in?,the traditions of western culture,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",0
951,464,0.0,have you ever been to jamaica ? it ' s an island country in the caribbean .,jamaica,What island country is in the caribbean?,[CLS],Jamaica () is an island country situated in the Caribbean Sea.,0
952,464,0.0,have you ever been to jamaica ? it ' s an island country in the caribbean .,you,Who has ever been to jamaica?,[CLS],Jamaica () is an island country situated in the Caribbean Sea.,0
953,464,0.6666666666666666,have you ever been to jamaica ? it ' s an island country in the caribbean .,the caribbean,Where is jamaica located?,caribbean sea,Jamaica () is an island country situated in the Caribbean Sea.,0
954,465,1.0,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,snakes,What animal has more joints than lizards?,snakes,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",0
955,465,1.0,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,skulls,What do snakes have more joints than lizards?,skulls,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",0
956,465,0.8,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,their lizard ancestors,What do snakes have more joints than?,lizard ancestors,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",0
957,466,1.0,it was first published in 1869 by frederick myers .,1869,When was the book first published?,1869,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,0
958,466,1.0,it was first published in 1869 by frederick myers .,frederick myers,Who first published the book?,frederick myers,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,0
959,467,1.0,sculpture is a branch of the visual arts that operates in three dimensions,three,How many dimensions does sculpture operate in?,three,Sculpture is the branch of the visual arts that operates in three dimensions.,0
960,467,1.0,sculpture is a branch of the visual arts that operates in three dimensions,sculpture,What is a branch of the visual arts that operates in three dimensions?,sculpture,Sculpture is the branch of the visual arts that operates in three dimensions.,0
961,467,1.0,sculpture is a branch of the visual arts that operates in three dimensions,the visual arts,What is sculpture a branch of?,the visual arts,Sculpture is the branch of the visual arts that operates in three dimensions.,0
962,468,1.0,there are many different authors that contributed to the bible .,many different authors,Who contributed to the bible?,many different authors,Many different authors contributed to the Bible.,0
963,468,1.0,there are many different authors that contributed to the bible .,the bible,There are many different authors that contributed to what?,the bible,Many different authors contributed to the Bible.,0
964,469,0.0,caffeine is the world ' s most widely consumed psychoactive drug .,caffeine,What is the most commonly consumed psychoactive drug in the world?,,It is the world's most widely consumed psychoactive drug.,0
965,469,1.0,caffeine is the world ' s most widely consumed psychoactive drug .,the world,What part of the world is caffeine the most commonly consumed drug?,world,It is the world's most widely consumed psychoactive drug.,0
966,469,1.0,caffeine is the world ' s most widely consumed psychoactive drug .,most widely consumed psychoactive drug,What is caffeine in the world?,most widely consumed psychoactive drug,It is the world's most widely consumed psychoactive drug.,0
967,470,1.0,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",1893,When did arsenal join the league?,1893,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",0
968,470,1.0,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",arsenal,What team joined the league in 1893?,arsenal,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",0
969,470,0.6666666666666666,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",the league,What did Arsenal join in 1893?,football league,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",0
970,471,0.6666666666666666,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",alcohol,"What can affect the brain, liver, pancreas, and immune system?",alcohol use,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
971,471,0.0,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",the brain,What part of the body can be affected by alcohol?,all parts,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
972,471,1.0,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",liver,"Along with the pancreas and immune system, what part of the body is affected by alcohol?",liver,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
973,471,1.0,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",pancreas,"Alcohol can affect the brain, liver, immune system, and what other organ?",pancreas,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
974,471,1.0,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",immune system,"Alcohol can affect the brain, liver, pancreas, and what other system?",immune system,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
975,472,0.0,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",mental illness,"Along with cirrhosis of the liver, what can be caused by smoking?",irregular heartbeat,"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",0
976,472,1.0,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",cirrhosis,"Along with mental illness, what can happen to the liver?",cirrhosis,"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",0
977,472,1.0,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",the liver,What part of the body can be affected by cirrhosis?,liver,"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",0
978,473,0.6666666666666666,walt disney was founded in 1923 by walt disney brothers .,walt disney,What company was founded in 1923?,disney,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",0
979,473,1.0,walt disney was founded in 1923 by walt disney brothers .,1923,What year was walt disney founded?,1923,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",0
980,473,0.4444444444444444,walt disney was founded in 1923 by walt disney brothers .,walt disney brothers,Who founded walt disney?,walt disney and roy o. disney,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",0
981,474,0.0,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,mexican,What type of dish are tortillas?,[CLS],"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",0
982,474,0.0,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,they,What is a mexican dish consisting of a tortilla filled with various fillings?,burrito,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",0
983,474,0.0,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,a mexican dish,What are tortillas?,[CLS],"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",0
984,474,0.0,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,various fillings,What is a tortilla filled with?,[CLS],"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",0
985,475,1.0,"yes , peta is an american animal rights organization .",american,Peta is an animal rights organization in what country?,american,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",0
986,475,0.0,"yes , peta is an american animal rights organization .",peta,What is the name of the american animal rights organization?,people for the ethical treatment of animals,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",0
987,475,0.0,"yes , peta is an american animal rights organization .",an american animal rights organization,What is peta?,people for the ethical treatment of animals,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",0
988,476,1.0,it is one of the three co - equal branches of the federal government .,three,How many branches of the federal government are there?,three,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,0
989,476,0.5714285714285715,it is one of the three co - equal branches of the federal government .,the federal government,It is one of the three co - equal branches of what?,the federal government of the united states,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,0
990,477,1.0,i am not sure but divorce laws vary considerably around the world .,divorce laws,What kind of laws vary around the world?,divorce laws,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",0
991,477,1.0,i am not sure but divorce laws vary considerably around the world .,the world,Divorce laws vary considerably around what?,the world,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",0
992,478,1.0,my favorite band is metallica . they are an american heavy metal band from los angeles .,american,What nationality is metallica?,american,"Metallica is an American heavy metal band from Los Angeles, California.",0
993,478,0.8,my favorite band is metallica . they are an american heavy metal band from los angeles .,los angeles,Where is metallica from?,"los angeles, california","Metallica is an American heavy metal band from Los Angeles, California.",0
994,478,1.0,my favorite band is metallica . they are an american heavy metal band from los angeles .,an american heavy metal band,What is metallica?,an american heavy metal band,"Metallica is an American heavy metal band from Los Angeles, California.",0
