,id,score,response,cand,question,knowledge_ans,knowledge,label
971,448,0.3333333333333333,i ' m a big fan of her . she ' s been around for a long time and has been very proactive in her work .,her work,What has she been very proactive in?,unconventionality and provocative work,She is known for her unconventionality and provocative work as well as experimenting with new images.,0
972,449,1.0,the beatles are one of my favorite bands . they ' ve been around since 1962 .,1962,Since when have the beatles been around?,1962,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0
973,449,0.0,the beatles are one of my favorite bands . they ' ve been around since 1962 .,the beatles,Which band has been around since 1962?,[CLS],"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0
974,449,0.0,the beatles are one of my favorite bands . they ' ve been around since 1962 .,my favorite bands,The beatles are one of what?,[CLS],"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0
975,450,1.0,"yes , i am a vegetarian . i don ' t eat meat .",meat,What do i't eat?,meat,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",0
976,451,-1.0,heavy metal is my favorite genre of music . do you like it ?,NO_Q,NO_Q,NO_Q,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",0
977,452,0.0,that ' s cool . it ' s a sport that involves performing tricks .,a sport,What involves performing tricks?,[CLS],Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,0
978,452,0.0,that ' s cool . it ' s a sport that involves performing tricks .,tricks,What is a sport that involves performing?,[CLS],Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,0
979,453,0.5714285714285715,i do ! it ' s my favorite entertainment company .,my favorite entertainment company,What is it?,an american entertainment company,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",0
980,454,0.0,do you ever use beets as your food coloring ?,you,Who uses beets as food coloring?,[CLS],"Other than as a food, beets have use as a food colouring and as a medicinal plant.",0
981,454,1.0,do you ever use beets as your food coloring ?,beets,What is a good source of food coloring?,beets,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",0
982,455,0.6666666666666666,"i ' ve never tried it , but i know it originated in india .",india,Where did it originate?,ancient india,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
983,456,-1.0,"yes , you can do it both physical and meditative .",NO_Q,NO_Q,NO_Q,"Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.",0
984,457,0.6666666666666666,i agree . there are also hatha and raja yoga .,hatha,"Along with raja yoga, what is another form of yoga?",hatha yoga,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
985,457,1.0,i agree . there are also hatha and raja yoga .,raja yoga,There are also hatha and what other type of yoga?,raja yoga,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
986,458,1.0,i drive a toyota . they are the worlds leader in selling hybrid electric cars .,a toyota,What is the worlds leader in selling hybrid electric cars?,toyota,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",0
987,458,0.8,i drive a toyota . they are the worlds leader in selling hybrid electric cars .,the worlds leader,What is toyota's position in selling hybrid electric cars?,world's market leader,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",0
988,458,0.6666666666666666,i drive a toyota . they are the worlds leader in selling hybrid electric cars .,hybrid electric cars,Toyota is the worlds leader in selling what kind of cars?,hybrid electric vehicles,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",0
989,459,0.0,"i ' m not sure , but it has been around for a long time . it originated from the celtic harvest festival .",a long time,How long has it been around?,[CLS],"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.",0
990,459,0.0,"i ' m not sure , but it has been around for a long time . it originated from the celtic harvest festival .",the celtic harvest festival,What festival did it originate from?,samhain,"It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.",0
991,460,1.0,have you ever read the ny times ? it ' s an american paper based in nyc .,american,What nationality is the ny times?,american,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0
992,460,0.0,have you ever read the ny times ? it ' s an american paper based in nyc .,nyc,Where is the ny times based?,new york city,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0
993,460,0.4,have you ever read the ny times ? it ' s an american paper based in nyc .,the ny times,What newspaper is based in nyc?,the new york times,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0
994,461,1.0,"the newspaper has been around since 1851 , so it ' s been around a long time .",1851,When was the newspaper founded?,1851,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",0
995,461,0.0,"the newspaper has been around since 1851 , so it ' s been around a long time .",the newspaper,What has been around since 1851?,[CLS],"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",0
996,462,0.6666666666666666,i do know a bit about it . the term vegan is often used to describe those who don ' t only follow the diet but also oppose using animal products for any reason .,the diet,The term vegan is often used to describe those who do not only follow what?,a vegan diet,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",1
997,462,0.0,i do know a bit about it . the term vegan is often used to describe those who don ' t only follow the diet but also oppose using animal products for any reason .,animal products,What do vegans oppose using?,animals,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",1
998,463,1.0,do you like classical music ? it is rooted in western culture .,classical music,What type of music is rooted in western culture?,classical music,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",0
999,463,0.6666666666666666,do you like classical music ? it is rooted in western culture .,western culture,What culture is classical music rooted in?,western,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",0
1000,464,0.0,i ' ve always wanted to go to jamaica . it ' s an island in the sea .,jamaica,What is an island in the sea?,[CLS],Jamaica () is an island country situated in the Caribbean Sea.,0
1001,464,0.6666666666666666,i ' ve always wanted to go to jamaica . it ' s an island in the sea .,an island,What is jamaica in the sea?,island country,Jamaica () is an island country situated in the Caribbean Sea.,0
1002,464,0.6666666666666666,i ' ve always wanted to go to jamaica . it ' s an island in the sea .,the sea,Where is jamaica located?,caribbean sea,Jamaica () is an island country situated in the Caribbean Sea.,0
1003,465,1.0,"i ' ve always wanted to get a snake , but i ' m afraid they have a lot of joints .",joints,What do snakes have a lot of?,joints,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",0
1004,466,1.0,"yes , they were patented in 1869 and published in 1881 .",1869,When were they patented?,1869,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,1
1005,466,0.19999999999999998,"yes , they were patented in 1869 and published in 1881 .",1881,When were they published?,1869 by frederick myers and in 1881 by battista scuri,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,1
1006,467,1.0,do you like sculpture ? it ' s a branch of visual arts .,sculpture,What is a branch of visual arts?,sculpture,Sculpture is the branch of the visual arts that operates in three dimensions.,0
1007,467,1.0,do you like sculpture ? it ' s a branch of visual arts .,visual arts,What is sculpture a branch of?,the visual arts,Sculpture is the branch of the visual arts that operates in three dimensions.,0
1008,468,0.6666666666666666,that ' s true . there are a lot of different authors that contributed to it .,different authors,There are a lot of who contributed to it?,authors,Many different authors contributed to the Bible.,0
1009,468,0.0,that ' s true . there are a lot of different authors that contributed to it .,it,There are a lot of different authors that contributed to what?,the bible,Many different authors contributed to the Bible.,0
1010,469,-1.0,i don ' t either . it ' s the worlds most consumed drug .,NO_Q,NO_Q,NO_Q,It is the world's most widely consumed psychoactive drug.,0
1011,470,-1.0,"no , i ' m not a big fan of the south england football league .",NO_Q,NO_Q,NO_Q,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",1
1012,471,0.6666666666666666,"i ' m sorry to hear that . alcohol can affect a lot of parts of your body , including the brain and liver .",alcohol,What can affect the brain and liver?,alcohol use,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
1013,471,0.6666666666666666,"i ' m sorry to hear that . alcohol can affect a lot of parts of your body , including the brain and liver .",your body,Alcohol can affect a lot of parts of what?,the body,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
1014,471,0.0,"i ' m sorry to hear that . alcohol can affect a lot of parts of your body , including the brain and liver .",the brain,"Along with the liver, what part of the body can be affected by alcohol?",heart,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
1015,471,0.0,"i ' m sorry to hear that . alcohol can affect a lot of parts of your body , including the brain and liver .",liver,"Along with the brain, what part of the body can be affected by alcohol?",heart,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0
1016,472,0.0,that ' s a good choice . i ' m glad you made the decision to not drink . alcohol can cause mental illness - - and even cancer .,alcohol,What can cause mental illness and cancer?,[CLS],"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",0
1017,472,0.3636363636363636,that ' s a good choice . i ' m glad you made the decision to not drink . alcohol can cause mental illness - - and even cancer .,mental illness - - and even cancer,What can drinking alcohol cause?,"mental illness, wernicke–korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases","This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",0
1018,473,0.0,"it was founded by brothers who were brothers , and it was established as a leading in the animation industry",it,What was the name of the company founded by brothers who were brothers?,disney brothers cartoon studio,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",0
1019,473,0.0,"it was founded by brothers who were brothers , and it was established as a leading in the animation industry",a leading,What was it established as in the animation industry?,a leader,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",0
1020,474,0.4,i love them too ! i love how they are made with wheat tortillas .,wheat tortillas,What are they made with?,a large wheat tortilla,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",0
1021,475,0.0,"yes i do , peta is a great organization",peta,What is a great organization?,[CLS],"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",0
1022,475,0.3333333333333333,"yes i do , peta is a great organization",a great organization,Peta is what?,an american animal rights organization,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",0
1023,476,1.0,"yes , it ' s one of three branches of government .",three,How many branches of government are there?,three,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,0
1024,476,0.33333333333333337,"yes , it ' s one of three branches of government .",government,What is one of the three branches of?,federal government of the united states,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,0
1025,477,0.0,"i ' m not sure , but most divorce laws are different in different countries .",different countries,Most divorce laws are different in what countries?,[CLS],"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",0
1026,478,0.5,i like metallica the most . they are from california .,california,Where are metallica from?,"los angeles, california","Metallica is an American heavy metal band from Los Angeles, California.",0
1027,479,-1.0,i love to read . it ' s a complex cognitive process .,NO_Q,NO_Q,NO_Q,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",0
1028,480,1.0,blue lies between green and violet on the visible light spectrum .,violet,Blue lies between green and what other color on the visible spectrum?,violet,It lies between violet and green on the spectrum of visible light.,0
1029,480,0.0,blue lies between green and violet on the visible light spectrum .,the visible light spectrum,Blue lies between green and violet on what spectrum?,[CLS],It lies between violet and green on the spectrum of visible light.,0
1030,481,-1.0,"i have never been to iceland , but i would love to visit the nordic island of europe .",NO_Q,NO_Q,NO_Q,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",0
1031,482,0.5,it was released in 1989 to mostly positive reviews .,1989,When was the movie released?,"november 17, 1989","The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.",0
1032,482,0.6666666666666666,it was released in 1989 to mostly positive reviews .,mostly positive reviews,What was the response to the release of the film?,largely positive reviews,"The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.",0
1033,483,0.08695652173913045,big brother was created in netherlands and was syndicated internationally,netherlands,Where was big brother created?,"[CLS] where was big brother created?[SEP] big brother is a reality game show franchise created by john de mol jr., originally broadcast in the netherlands","Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",0
1034,483,1.0,big brother was created in netherlands and was syndicated internationally,big brother,What was the name of the game created in the netherlands?,big brother,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",0
1035,484,0.8,im not sure but i do know that the production budget was 200 million dollars .,200 million dollars,How much was the production budget?,$200 million,"It was the most expensive film ever made at the time, with a production budget of $200 million.",0
1036,485,-1.0,yes they are one of the best heavy metal bands ever,NO_Q,NO_Q,NO_Q,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",0
1037,486,0.5,i ' ve heard of them . they ' re a rock band from california .,california,Where are they from?,"palo alto, california","The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",0
1038,487,-1.0,i love it ! it ' s my favorite animated sitcom .,NO_Q,NO_Q,NO_Q,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,0
1039,488,0.0,"i don ' t know how it started , but i do know that there are different cultures and religions .",religions,What are there different cultures and?,[CLS],"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",0
1040,489,1.0,florida ' s coastline is the longest in the us .,florida,What state has the longest coastline in the US?,florida,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",0
1041,489,0.0,florida ' s coastline is the longest in the us .,florida ' s coastline,What is the longest in the us?,[CLS],"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",0
1042,489,0.0,florida ' s coastline is the longest in the us .,the us,Florida's coastline is the longest in what country?,united states,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",0
1043,490,1.0,"oh , i see . yeah , country music has been around since the 1920s , so it ' s been around a long time !",the 1920s,Country music has been around since what decade?,1920s,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
1044,490,0.0,"oh , i see . yeah , country music has been around since the 1920s , so it ' s been around a long time !",country music,What has been around since the 1920s?,[CLS],Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
1045,490,0.0,"oh , i see . yeah , country music has been around since the 1920s , so it ' s been around a long time !",a long time,How long has country music been around since the 1920s?,[CLS],Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0
1046,491,-1.0,i love beer ! it ' s one of my favorite alcoholic drinks .,NO_Q,NO_Q,NO_Q,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",0
1047,492,1.0,"beer is made from cereal grain , which is most commonly used .",beer,What is made from cereal grain?,beer,"Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",0
1048,492,0.5,"beer is made from cereal grain , which is most commonly used .",cereal grain,What is beer made from?,cereal grains,"Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",0
1049,493,0.0,they have been around since 1962 . the original mustang was two seater .,1962,When was the first mustang made?,[CLS],The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,0
1050,493,0.5,they have been around since 1962 . the original mustang was two seater .,mustang,What was the original two seater?,ford mustang i,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,0
1051,493,1.0,they have been around since 1962 . the original mustang was two seater .,two,How many seats were in the original mustang?,two,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,0
1052,493,0.0,they have been around since 1962 . the original mustang was two seater .,two seater,What was the original size of the mustang?,two-seater,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,0
1053,494,0.0,i love it ! it ' s the color of charm and politeness .,charm,"Along with politeness, what color is purple?",[CLS],"According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.",0
1054,495,1.0,i don ’ t think so . he was also banned from olympic sports in 2012 .,2012,When was he banned from competing in olympics?,2012,"However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.",0
1055,495,1.0,i don ’ t think so . he was also banned from olympic sports in 2012 .,olympic sports,What sport was he banned from in 2012?,olympic sports,"However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.",0
1056,496,0.0,hollywood is a great place to visit . it ' s located in los angeles .,hollywood,What city is a great place to visit?,[CLS],"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",0
1057,496,0.8,hollywood is a great place to visit . it ' s located in los angeles .,los angeles,Where is hollywood located?,"los angeles, california","Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",0
1058,496,0.0,hollywood is a great place to visit . it ' s located in los angeles .,a great place,Hollywood is what to visit?,neighborhood,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",0
1059,497,0.0,"i don ' t know , but i do know that coffee plants have been cultivated all over the world .",coffee plants,What has been cultivated all over the world?,[CLS],"Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.",0
1060,497,0.0,"i don ' t know , but i do know that coffee plants have been cultivated all over the world .",the world,Coffee plants have been cultivated all over what?,[CLS],"Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.",0
1061,498,-1.0,"i ' m not sure , but i do know that they are very well suited for suburban environments .",NO_Q,NO_Q,NO_Q,Golden Retrievers are well suited to residency in suburban or country environments.,0
1062,499,-1.0,really ? i didn ' t know that . do you know much about the lyrics ?,NO_Q,NO_Q,NO_Q,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,0
1063,500,0.0,pizza goes all the way back to ancient cultures .,pizza,What goes back to ancient cultures?,[CLS],"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",0
1064,500,0.0,pizza goes all the way back to ancient cultures .,ancient cultures,Pizza goes back to what?,antiquity,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",0
1065,501,0.6666666666666666,it ' s actually the largest ballet company in britain .,britain,What country has the largest ballet company?,great britain,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",0
1066,502,1.0,"yes , i love their fast food . it ' s been around since 1940 .",1940,Since what year has McDonald's been around?,1940,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",0
1067,503,0.0,"yes , commercial brewing has been going on for over 2500 years .",commercial brewing,What has been going on for over 2500 years?,[CLS],"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.",0
1068,503,0.25,"yes , commercial brewing has been going on for over 2500 years .",over 2500 years,How long has commercial brewing been going on?,since at least 2500 bc,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.",0
1069,504,1.0,yes ! i remember the first one was in phoenix arizona in 1953 .,phoenix,In what arizona city was the first meeting held?,phoenix,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",1
1070,504,0.0,yes ! i remember the first one was in phoenix arizona in 1953 .,arizona,In what state was the first meeting held?,[CLS],"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",1
1071,504,1.0,yes ! i remember the first one was in phoenix arizona in 1953 .,1953,When was the first one held in phoenix?,1953,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",1
1072,504,1.0,yes ! i remember the first one was in phoenix arizona in 1953 .,phoenix arizona,Where was the first one held?,"phoenix, arizona","The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",1
1073,505,0.5,that ' s true . it originated in puerto rico .,puerto rico,Where did it originate?,puerto rican,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.",0
1074,506,1.0,the wright brother invented an airplane and flew it in 1903,1903,In what year did the wright brother fly an airplane?,1903,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",0
1075,506,0.5,the wright brother invented an airplane and flew it in 1903,the wright brother,Who invented an airplane and flew it?,the wright brothers,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",0
1076,506,1.0,the wright brother invented an airplane and flew it in 1903,an airplane,What did the wright brother invent?,airplane,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",0
1077,507,0.25,i don ' t think so . i think it ' s more of a night job . they also own and operate their own retail stores .,their own retail stores,What do they also own and operate?,sam's club retail warehouses,It also owns and operates Sam's Club retail warehouses.,0
1078,508,0.0,the show is set on fictional continents such as essos,the show,What is set on fictional continents?,"""game of thrones""","Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",0
1079,508,0.0,the show is set on fictional continents such as essos,fictional continents,Where is the show set?,westeros and essos,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",0
1080,508,0.0,the show is set on fictional continents such as essos,essos,What fictional continent is the show set on?,westeros,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",0
1081,509,1.0,i ' m not sure when they were invented but archaeological evidence suggest they were most widespread in prehistoric times,archaeological evidence,What suggests they were most widespread in prehistoric times?,archaeological evidence,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,1
1082,509,0.5,i ' m not sure when they were invented but archaeological evidence suggest they were most widespread in prehistoric times,prehistoric times,Archaeological evidence suggests they were most widespread when?,prehistoric societies,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,1
1083,510,1.0,the name crochet actually comes from french word crochet meaning small hook .,french,What language does crochet come from?,french,"The name is derived from the French term ""crochet"", meaning 'small hook'.",0
1084,510,0.0,the name crochet actually comes from french word crochet meaning small hook .,the name crochet,What comes from the french word crochet?,'small hook'.,"The name is derived from the French term ""crochet"", meaning 'small hook'.",0
1085,510,0.4,the name crochet actually comes from french word crochet meaning small hook .,french word crochet,What does crochet come from?,french term,"The name is derived from the French term ""crochet"", meaning 'small hook'.",0
1086,510,1.0,the name crochet actually comes from french word crochet meaning small hook .,small hook,What does crochet mean?,'small hook'.,"The name is derived from the French term ""crochet"", meaning 'small hook'.",0
1087,511,0.2857142857142857,"yes that is the one , it focuses on interns and residents",interns,"Along with residents, what is the other focus of the program?","surgical interns, residents, and attending physicians","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.",0
1088,511,1.0,"yes that is the one , it focuses on interns and residents",residents,"Besides interns, who else does the program focus on?",residents,"The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.",0
1089,512,0.0,"well , they ' re good for you because they help with night vision .",you,They're good for what?,source of vitamin k and vitamin b6,"The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.",1
1090,512,0.0,"well , they ' re good for you because they help with night vision .",night vision,What do they help with?,vitamin k and vitamin b6,"The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.",1
1091,513,0.0,"i ' m not sure , but you can find waves that are usually found in rivers and lakes",you,Who can find waves in rivers and lakes?,[CLS],"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",1
1092,513,1.0,"i ' m not sure , but you can find waves that are usually found in rivers and lakes",waves,What can be found in rivers and lakes?,waves,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",1
1093,513,1.0,"i ' m not sure , but you can find waves that are usually found in rivers and lakes",lakes,Waves are usually found in rivers and what else?,lakes,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",1
1094,514,1.0,i have heard of that one . there are actually 393 different species of parrots .,393,How many different species of parrots are there?,393,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",0
1095,514,0.0,i have heard of that one . there are actually 393 different species of parrots .,parrots,There are 393 different species of what?,[CLS],"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",0
1096,515,1.0,have you ever been to new york ? it ' s the most populated city in america .,new york,What is the most populous city in the US?,new york,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",0
1097,515,0.0,have you ever been to new york ? it ' s the most populated city in america .,america,New york is the most populated city in what country?,united states,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",0
1098,515,0.0,have you ever been to new york ? it ' s the most populated city in america .,you,Who has been to new york?,[CLS],"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",0
